CustomerID,Rank,StockCode,IsHit
12610,6,23126,0
12610,7,22617,0
12610,8,22142,1
12610,9,84849D,0
12610,10,22492,0
12615,1,21481,1
12615,2,22028,1
12615,3,23084,1
12615,4,22966,1
12615,5,22352,0
12615,6,21914,1
12615,7,85014B,1
12615,8,POST,1
12615,9,23154,1
12615,10,22029,1
12618,1,22595,1
12618,2,20750,1
12618,3,21500,1
12618,4,22483,1
12618,5,22617,1
12618,6,21499,1
12618,7,22138,1
12618,8,POST,1
12618,9,47503A,0
12618,10,48185,0
12619,1,23307,1
12619,2,84988,1
12619,3,POST,1
12619,4,84987,1
12619,5,22079,1
12619,6,23293,1
12619,7,21210,1
12619,8,23295,1
12619,9,21974,1
12619,10,22423,0
12620,1,47504K,0
12620,2,22634,0
12620,3,20725,1
12620,4,23255,0
12620,5,23206,1
12620,6,22301,1
12620,7,22585,1
12620,8,22028,1
12620,9,22383,1
12620,10,22712,1
12621,1,21212,1
12621,2,22752,1
12621,3,22077,1
12621,4,23232,1
12621,5,22964,1
12621,6,23084,1
12621,7,22865,1
12621,8,23158,1
12621,9,POST,1
12621,10,22328,1
12626,1,POST,1
12626,2,22964,1
12626,3,22382,1
12626,4,22029,1
12626,5,22551,1
12626,6,23245,1
12626,7,22550,0
12626,8,21086,0
12626,9,21890,0
12626,10,22037,0
12627,1,20712,1
12627,2,21668,1
12627,3,22554,1
12627,4,21671,1
12627,5,21670,1
12627,6,22326,1
12627,7,POST,1
12627,8,21672,1
12627,9,22962,1
12627,10,20685,1
12628,1,POST,1
12628,2,23077,1
12628,3,22654,1
12628,4,23234,0
12628,5,23247,0
12628,6,21498,1
12628,7,23353,1
12628,8,23266,1
12628,9,23202,1
12628,10,22632,0
12630,1,21733,1
12630,2,POST,1
12630,3,21216,1
12630,4,22222,1
12630,5,85123A,1
12630,6,22367,1
12630,7,22804,1
12630,8,22577,1
12630,9,23242,1
12630,10,21154,1
12640,1,48138,1
12640,2,22193,1
12640,3,23319,1
12640,4,POST,1
12640,5,21703,0
12640,6,22645,0
12640,7,21912,0
12640,8,22433,0
12640,9,22659,0
12640,10,22158,0
12642,1,22077,1
12642,2,85049E,1
12642,3,22734,1
12642,4,POST,1
12642,5,22094,1
12642,6,21577,1
12642,7,22378,1
12642,8,21217,1
12642,9,22138,1
12642,10,22558,1
12646,1,23175,0
12646,2,22961,0
12646,3,23328,1
12646,4,21121,0
12646,5,20675,1
12646,6,21245,1
12646,7,21240,1
12646,8,20975,1
12646,9,84997D,1
12646,10,22083,1
12647,1,47559B,1
12647,2,POST,1
12647,3,21154,1
12647,4,22505,1
12647,5,22507,1
12647,6,23293,0
12647,7,22244,0
12647,8,22846,0
12647,9,21669,0
12647,10,22849,0
12650,1,21935,1
12650,2,22713,1
12650,3,22754,1
12650,4,POST,1
12650,5,22327,1
12650,6,22027,1
12650,7,22755,1
12650,8,22037,1
12650,9,22029,1
12650,10,22024,1
12654,1,22556,1
12654,2,POST,1
12654,3,22629,0
12654,4,22554,0
12654,5,84375,1
12654,6,22562,1
12654,7,22563,1
12654,8,22292,0
12654,9,85014B,0
12654,10,20724,0
12656,1,85099B,1
12656,2,23203,1
12656,3,20712,1
12656,4,POST,1
12656,5,22326,1
12656,6,22385,0
12656,7,22729,0
12656,8,22628,1
12656,9,22139,1
12656,10,22726,1
12657,1,22900,1
12657,2,22423,1
12657,3,POST,1
12657,4,23320,1
12657,5,23318,1
12657,6,22607,0
12657,7,22993,0
12657,8,23302,0
12657,9,22791,0
12657,10,71053,0
12658,1,22584,1
12658,2,22730,1
12658,3,85049A,1
12658,4,84509A,1
12658,5,22077,1
12658,6,23240,1
12658,7,22728,1
12658,8,85049G,1
12658,9,22191,1
12658,10,85049E,1
12660,1,22654,1
12660,2,22744,1
12660,3,22556,1
12660,4,22966,1
12660,5,22492,1
12660,6,22175,1
12660,7,22554,1
12660,8,22555,1
12660,9,POST,1
12660,10,84375,1
12662,1,22505,1
12662,2,22898,1
12662,3,22144,1
12662,4,20723,1
12662,5,20750,1
12662,6,22326,1
12662,7,22175,1
12662,8,22331,1
12662,9,21481,1
12662,10,22139,1
12664,1,84997C,1
12664,2,POST,1
12664,3,84997D,1
12664,4,84997A,1
12664,5,22965,0
12664,6,22768,0
12664,7,23344,0
12664,8,23306,0
12664,9,15036,0
12664,10,23209,0
12668,1,48185,1
12668,2,20914,1
12668,3,22649,1
12668,4,22326,1
12668,5,21218,1
12668,6,47567B,1
12668,7,20750,1
12668,8,21232,1
12668,9,22644,1
12668,10,22303,1
12670,1,23084,1
12670,2,22556,1
12670,3,22966,1
12670,4,21731,1
12670,5,22328,1
12670,6,POST,1
12670,7,22303,1
12670,8,21976,0
12670,9,21452,0
12670,10,22970,0
12673,1,21452,1
12673,2,20712,1
12673,3,85099B,1
12673,4,21114,1
12673,5,20724,1
12673,6,22138,1
12673,7,POST,1
12673,8,22139,1
12673,9,21389,1
12673,10,20750,1
